companyName,aliases,region,country,city,categories,tier,website,primaryEvidenceUrl,productCount,evidenceCount,aiUseCases,aiFitScore,marketExpansionScore,financingLiftScore,commercializationScore,dataReadinessScore,evidenceQualityScore,opportunityScore,scoreReasons,gaps
"Toshiba America Medical Systems, In.C",,US,US,Tustin,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K896387,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Toshibamedical Systems Corporation,,US,US,Tustin,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K041027,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Transidyne General Corp.,,US,US,Ann Arbor,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K897133,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Transtimulation Research, Inc.",,US,US,Oklahoma City,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K230526,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"U.S. Mfg. & Management, Inc.",,US,US,Bristol,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K920860,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Uni-Patch, Inc.",,US,US,Wabasha,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K962332,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Varian Medical Systems, Inc.",,US,US,Palo Alto,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K173838,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Viasys Sleep Systems, LLC",,US,US,Chatsworth,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K071069,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Vidar Systems Corp.,,US,US,Waterbury,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K070563,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Volcano Corporation,,US,US,San Diego,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K150442,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
Warner-Lambert Co.,,US,US,Mchenry,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K822248,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Wen Hao, Inc.",,US,US,Seal Beach,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K893025,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Whiplash Analysis, Inc.",,US,US,Phoenix,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K943430,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Wuestec Medical, Inc.",,US,US,Mobile,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K974240,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Zdi, Solutions, LLC",,US,US,Knoxville,,A,,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpmn/pmn.cfm?id=K162002,1,1,,6,0,1,0,3,7,17,有监管/官方目录证据,website; financing; company_site_evidence
"Co-Diagnostics, Inc.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1692415,0,5,,0,1,0,3,0,9,13,,website; financing; products; company_site_evidence
R F INDUSTRIES LTD,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=740664,0,5,,0,1,0,3,0,9,13,,website; financing; products; company_site_evidence
Hewlett Packard Enterprise Co,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1645590,0,2,,0,3,0,2,0,7,12,,website; financing; products; company_site_evidence
BECTON DICKINSON & CO,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=10795,0,2,,0,0,0,2,0,7,9,,website; financing; products; company_site_evidence
Fresenius Medical Care AG,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1333141,0,2,,0,0,0,2,0,7,9,,website; financing; products; company_site_evidence
MindMaze Therapeutics Holding SA,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1854078,0,2,,0,0,0,2,0,7,9,,website; financing; products; company_site_evidence
"Traeger, Inc.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1857853,0,2,,0,0,0,2,0,7,9,,website; financing; products; company_site_evidence
"ADAMS DIVERSIFIED EQUITY FUND, INC.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=2230,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
American Well Corp,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1393584,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
"AVITA Medical, Inc.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1762303,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
BEST BUY CO INC,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=764478,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
BOSTON SCIENTIFIC CORP,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=885725,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
"BROWN & BROWN, INC.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=79282,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
E-Power Inc.,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1780731,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
HITACHI LTD,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=47710,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
Medline Inc.,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=2046386,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
RADIAN GROUP INC,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=890926,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
SAN JUAN BASIN ROYALTY TRUST,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=319655,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
Sanofi,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1121404,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
"STEM, INC.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1758766,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
"Sunrise Realty Trust, Inc.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=2012706,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
TARGET CORP,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=27419,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
TEAM INC,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=318833,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
TREX CO INC,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1069878,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
Viatris Inc,,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1792044,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
"Vir Biotechnology, Inc.",,US,US,,,B,,https://www.sec.gov/edgar/browse/?CIK=1706431,0,1,,0,0,0,2,0,6,8,,website; financing; products; company_site_evidence
