companyName,productName,productType,indicationOrUse,sourceType,regulatoryOrDirectoryId,approvalOrListingDate,status,sourceUrl,categories,evidenceStrength
中山瑞福医疗器械科技有限公司,自身免疫性糖尿病抗体谱检测试剂盒（免疫印迹法）,digital_health_or_medical_device_software,NMPA UDI 06949841903054; GS1; 64人份/盒,nmpa_udi,06949841903054,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=b4b22c8208a441498d7ad05afe460f2c,chronic_disease_management,strong_official_product
云智康医疗科技（内蒙古）有限公司,睡眠呼吸监测仪,remote_patient_monitoring,NMPA UDI 06979289920009; GS1; YZK-RW01,nmpa_udi,06979289920009,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=13ff18ac57eb4e89a3dee8cc6d094806,remote_patient_monitoring; sleep_health,strong_official_product
京东健康,京东健康,digital_health_or_medical_device_software,中国知名互联网医疗/医药电商平台,round2_seed,,,,https://www.jdh.com/,internet_healthcare; pharmacy_ecommerce,seed_only
京东健康,京东健康,digital_health_or_medical_device_software,京东健康官方网站; 京东健康是京东集团旗下专注于医疗健康业务的子集团，2019年5月成立，2020年12月登陆香港联交所，股份代号：6618（港币柜台）和86618（人民币柜台）。京东健康业务范围涉及了健康商品营销与销售、医疗健康服务、企业健康解决方案、智慧医疗解决方案等领域，覆盖医药健康全产业链、医疗全流程、健康全场景、用户全生命周期。,round2_company_site,,,,https://www.jdh.com/,pharmacy_ecommerce,strong_company_site
亳州融健医疗用品有限公司,盆底康复治疗仪,digital_health_or_medical_device_software,NMPA UDI 06973774191615; GS1; RJPFRA-1,nmpa_udi,06973774191615,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,rehabilitation,strong_official_product
亳州融健医疗用品有限公司,盆底康复治疗仪,samd_or_medical_software,皖械注准20222090273; 软件发布版本：2，起势，盆底康复治疗仪，彩盒，1台/盒,nmpa_udi_detail,皖械注准20222090273,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06973774191615202604020500141,samd; rehabilitation,strong_official_product
伯乐实验有限公司,高血压标志物质控物,remote_patient_monitoring,NMPA UDI 03610522360734; GS1; 三水平混合包装 6×2mL（每个水平2瓶）,nmpa_udi,03610522360734,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=036105223607342025092803570325,remote_patient_monitoring; chronic_disease_management,strong_official_product
健客,健客,digital_health_or_medical_device_software,中国医药电商/互联网医疗平台,round2_seed,,,,https://www.jianke.com/,internet_healthcare; pharmacy_ecommerce,seed_only
健客,健客,digital_health_or_medical_device_software,"方舟健客网上药店,经国家药监局认证的合法正规网上药房.方舟健客为您提供方便的网上买药服务,执业医师为您提供24小时健康咨询!网上药店哪个好?买正品药上方舟健客!",round2_company_site,,,,https://www.jianke.com/,pharmacy_ecommerce,strong_company_site
健康160,健康160,samd_or_medical_software,深圳互联网医疗服务平台,round2_seed,,,,https://www.91160.com/,samd; internet_healthcare,seed_only
内特斯医疗系统DBA艾泰克有限公司,多导睡眠脑电记录仪,digital_health_or_medical_device_software,NMPA UDI 00382830027298; GS1; TREX HD,nmpa_udi,00382830027298,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00382830027298202208310434215,sleep_health,strong_official_product
内特斯医疗系统DBA艾泰克有限公司,多导睡眠脑电记录仪,digital_health_or_medical_device_software,NMPA UDI 00382830015639; GS1; TREX HD,nmpa_udi,00382830015639,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00382830015639202208310434212,sleep_health,strong_official_product
内特斯医疗系统DBA艾泰克有限公司,多导睡眠脑电记录仪,digital_health_or_medical_device_software,NMPA UDI 00382830009331; GS1; TREX HD,nmpa_udi,00382830009331,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00382830009331202208310434214,sleep_health,strong_official_product
内特斯医疗系统DBA艾泰克有限公司,多导睡眠脑电记录仪,digital_health_or_medical_device_software,NMPA UDI 00382830015950; GS1; TREX HD,nmpa_udi,00382830015950,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=00382830015950202208310434216,sleep_health,strong_official_product
北京品驰医疗设备股份有限公司,远程程控通信软件,samd_or_medical_software,NMPA UDI 06959809605609; GS1; S503-02,nmpa_udi,06959809605609,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695980960560920250409110149243,samd; remote_patient_monitoring,strong_official_product
北京品驰医疗设备股份有限公司,远程程控通信软件,samd_or_medical_software,NMPA UDI 06959809605593; GS1; S503-04-01,nmpa_udi,06959809605593,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695980960559320250409110357560,samd; remote_patient_monitoring,strong_official_product
北京品驰医疗设备股份有限公司,远程程控通信软件,samd_or_medical_software,NMPA UDI 06959809605760; GS1; S503-04-02,nmpa_udi,06959809605760,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695980960576020250409110753218,samd; remote_patient_monitoring,strong_official_product
北京品驰医疗设备股份有限公司,远程程控通信软件,samd_or_medical_software,京械注准20252210036; 医生客户端软件 发布版本4.5,nmpa_udi_detail,京械注准20252210036,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0695980960560920250409110149243,samd; remote_patient_monitoring; clinical_workflow,strong_official_product
北京新兴阳升科技有限公司,床垫式睡眠呼吸监测系统,remote_patient_monitoring,NMPA UDI 06975685340007; GS1; RS-611,nmpa_udi,06975685340007,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697568534000720230304082002422,remote_patient_monitoring; sleep_health,strong_official_product
北京新网医讯技术有限公司,远程医学影像传输处理软件,samd_or_medical_software,NMPA UDI 06975940490058; GS1; Smit-Cloud,nmpa_udi,06975940490058,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,samd; remote_patient_monitoring,strong_official_product
北京新网医讯技术有限公司,远程医学影像传输处理软件,samd_or_medical_software,京械注准20172700272; 用于医疗机构内部以及医疗机构之间传输、处理患者医学影像信息以及患者医学影像会诊。,nmpa_udi_detail,京械注准20172700272,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=06975940490058202301090405080,samd; remote_patient_monitoring,strong_official_product
北京至真互联网技术有限公司,糖尿病视网膜病变眼底图像辅助诊断软件,samd_or_medical_software,NMPA UDI 06975087570019; GS1; ZZ-EYE-CDS,nmpa_udi,06975087570019,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697508757001920221110021746316,samd; chronic_disease_management; clinical_workflow,strong_official_product
北京至真互联网技术有限公司,糖尿病视网膜病变眼底图像辅助诊断软件,samd_or_medical_software,国械注准20223211102; 本产品在医疗机构使用，对成年糖尿病患者的双眼免散瞳眼底图像（经自动图像质量判定合格）进行分析，为执业医师提供是否发现中度非增殖性（含）以上糖尿病视网膜病变，以及进一步就医检查的辅助诊断建议，不能仅凭本产品结果进行临床决策。眼底图像应由指定型号的眼底照相机拍摄，并经培训合格的执业医师对图像质量进行评价认可。,nmpa_udi_detail,国械注准20223211102,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697508757001920221110021746316,samd; chronic_disease_management; clinical_workflow,strong_official_product
北京致远慧图科技有限公司,糖尿病视网膜病变眼底图像辅助诊断软件,samd_or_medical_software,NMPA UDI 06975169730010; GS1; EyeWisdom，发布版本V1,nmpa_udi,06975169730010,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697516973001020220120030704594,samd; chronic_disease_management; clinical_workflow,strong_official_product
北京航天卡迪技术开发研究所,睡眠监测电极包及附件,remote_patient_monitoring,NMPA UDI 06920665717201; GS1; HK-HCB-00-02-02-B,nmpa_udi,06920665717201,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0692066571720120251017011019242,remote_patient_monitoring; sleep_health,strong_official_product
北京锐视康科技发展有限公司,远程医疗会诊系统软件,samd_or_medical_software,NMPA UDI 06973990550036; GS1; CS+,nmpa_udi,06973990550036,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697399055003620220429111501082,samd; remote_patient_monitoring,strong_official_product
医伟司安股份有限公司,外周血管慢性闭塞病变导管,digital_health_or_medical_device_software,NMPA UDI 00821684052723; GS1; VNC-SD-150,nmpa_udi,00821684052723,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bc1fbf9e-231d-497f-a295-00f33b8d39cd,,strong_official_product
医伟司安股份有限公司,外周血管慢性闭塞病变导管,digital_health_or_medical_device_software,NMPA UDI 00821684073742; GS1; VNC-FX-150,nmpa_udi,00821684073742,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=89da9d2d-88df-4b62-8ad2-1d7a9e80bf18,,strong_official_product
医伟司安股份有限公司,外周血管慢性闭塞病变导管,digital_health_or_medical_device_software,NMPA UDI 00821684073759; GS1; VNC-SD-150,nmpa_udi,00821684073759,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=c860aa99-8a9a-4411-a9f8-a1a6d3891313,,strong_official_product
医伟司安股份有限公司,外周血管慢性闭塞病变导管,digital_health_or_medical_device_software,国械注进20143034996; VNC-SD-150 外周血管慢性闭塞病变导管,nmpa_udi_detail,国械注进20143034996,,,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=bc1fbf9e-231d-497f-a295-00f33b8d39cd,,strong_official_product
医联,医联,digital_health_or_medical_device_software,成都互联网医疗平台,round2_seed,,,,https://www.medlinker.com/,chronic_disease_management; internet_healthcare,seed_only
医联,医联,digital_health_or_medical_device_software,未来医生,round2_company_site,,,,https://www.medlinker.com/index,chronic_disease_management; clinical_workflow,strong_company_site
华思（天津）医疗健康管理有限公司,单导联动态心电记录仪,remote_patient_monitoring,NMPA UDI 06974529533025; GS1; ECG-1,nmpa_udi,06974529533025,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953302520241218013534343,remote_patient_monitoring; health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,心电网络数据管理软件,samd_or_medical_software,NMPA UDI 06974529533056; GS1; SEMA-E,nmpa_udi,06974529533056,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953305620230828120148244,samd; remote_patient_monitoring; health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,心电记录仪,remote_patient_monitoring,NMPA UDI 06974529533018; GS1; ECG-12,nmpa_udi,06974529533018,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953301820211129045233470,remote_patient_monitoring; health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,心肺数据管理软件,samd_or_medical_software,NMPA UDI 06974529536026; GS1; SEMA-CN,nmpa_udi,06974529536026,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953602620241218023219173,samd; health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538044; GS1; H10,nmpa_udi,06974529538044,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953804420240724111701364,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538051; GS1; H11,nmpa_udi,06974529538051,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953805120240724112002618,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538068; GS1; H20,nmpa_udi,06974529538068,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953806820240724112507997,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,指夹式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538075; GS1; H21,nmpa_udi,06974529538075,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953807520240724112759660,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538013; GS1; HS01,nmpa_udi,06974529538013,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953801320240724094208253,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538020; GS1; HS10,nmpa_udi,06974529538020,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953802020240724105957364,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,腕式脉搏血氧仪,digital_health_or_medical_device_software,NMPA UDI 06974529538037; GS1; HS20,nmpa_udi,06974529538037,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953803720240724110714879,health_management_platform,strong_official_product
华思（天津）医疗健康管理有限公司,负荷运动训练测试系统,digital_health_or_medical_device_software,NMPA UDI 06974529532035; GS1; 华思 S100,nmpa_udi,06974529532035,,--,https://udi.nmpa.gov.cn/showDetailCX.html?deviceRecordKey=0697452953203520260106060637132,health_management_platform,strong_official_product
